Start,Duration,Pitch,Velocity,Instrument
4.0,3.12,36,106,Piano
4.0,3.12,48,107,Piano
4.0,3.12,64,107,Piano
4.0,3.12,67,107,Piano
4.0,3.12,71,107,Piano
4.0,3.12,60,107,Piano
4.0,0.12,59,95,Piano
4.0,0.0,42,71,Piano
4.0,0.0,54,71,Piano
4.0,0.0,61,71,Piano
4.0,0.0,49,71,Piano
4.0,3.12,48,107,Piano
4.0,3.12,64,107,Piano
4.0,3.12,67,107,Piano
4.0,3.12,71,107,Piano
4.0,3.12,60,107,Piano
4.25,0.12,60,75,Piano
4.25,0.0,54,39,Piano
4.333333333333333,0.12,64,96,Piano
4.5,0.12,67,73,Piano
4.5,0.0,63,52,Piano
4.5,0.0,46,52,Piano
4.5,0.0,54,52,Piano
4.5,0.0,38,52,Piano
4.666666666666667,0.12,71,80,Piano
4.75,0.12,72,82,Piano
4.75,0.0,63,43,Piano
4.75,0.0,54,43,Piano
4.75,0.0,38,43,Piano
5.0,0.12,76,96,Piano
5.0,0.0,62,74,Piano
5.0,0.0,39,74,Piano
5.0,0.0,42,74,Piano
5.0,0.0,54,74,Piano
5.25,0.12,79,85,Piano
5.25,0.0,54,39,Piano
5.333333333333333,0.12,83,90,Piano
5.5,0.12,84,78,Piano
5.5,0.0,64,63,Piano
5.5,0.0,46,63,Piano
5.5,0.0,54,63,Piano
5.666666666666667,0.12,88,85,Piano
5.75,0.12,91,82,Piano
5.75,0.0,63,46,Piano
5.75,0.0,54,46,Piano
5.75,0.0,38,46,Piano
6.0,0.12,95,87,Piano
6.0,0.0,42,85,Piano
6.0,0.0,54,85,Piano
6.25,0.12,96,89,Piano
6.25,0.0,62,54,Piano
6.25,0.0,42,54,Piano
6.25,0.0,54,54,Piano
6.25,0.0,38,54,Piano
6.333333333333333,0.12,95,83,Piano
6.5,0.12,91,72,Piano
6.5,0.0,60,60,Piano
6.5,0.0,46,60,Piano
6.5,0.0,54,60,Piano
6.666666666666667,0.12,88,87,Piano
6.75,0.12,84,86,Piano
6.75,0.0,54,37,Piano
7.0,0.12,83,77,Piano
7.0,0.0,64,70,Piano
7.0,0.0,39,70,Piano
7.0,0.0,42,70,Piano
7.0,0.0,54,70,Piano
7.25,0.12,79,72,Piano
