Start,Duration,Pitch,Velocity,Instrument
4.0,1.1650485436893203,48,92,
4.0,1.1650485436893203,59,92,
4.0,1.1650485436893203,62,92,
4.0,1.1650485436893203,64,92,
4.0,1.1650485436893203,67,92,
4.0,0.0,42,21,
4.0,0.5825242718446602,44,98,
4.5,0.0,42,51,
5.0,0.2912621359223301,83,114,
5.0,0.0,42,21,
5.5,0.2912621359223301,81,104,
5.5,0.0,42,51,
6.0,1.1650485436893203,47,85,
6.0,1.1650485436893203,57,85,
6.0,1.1650485436893203,63,85,
6.0,1.1650485436893203,67,85,
6.0,0.0,42,21,
6.5,0.19417475728155337,81,114,
6.5,0.0,42,51,
7.0,0.19417475728155337,83,108,
7.0,0.0,42,21,
7.5,0.4368932038834951,81,114,
7.5,0.0,80,76,
7.5,0.0,42,51,
7.75,0.0,80,90,
8.0,1.1650485436893203,52,79,
8.0,1.1650485436893203,59,79,
8.0,1.1650485436893203,62,79,
8.0,1.1650485436893203,66,79,
8.0,1.1650485436893203,67,79,
8.0,0.0,42,21,
8.5,0.19417475728155337,79,104,
8.5,0.0,42,51,
9.0,0.7281553398058251,83,114,
9.0,0.0,42,21,
9.5,0.0,42,51,
10.0,1.1650485436893203,45,83,
10.0,1.1650485436893203,59,83,
10.0,1.1650485436893203,61,83,
10.0,1.1650485436893203,64,83,
10.0,1.1650485436893203,67,83,
10.0,0.0,42,21,
10.5,0.2912621359223301,76,104,
10.5,0.0,42,51,
11.0,0.19417475728155337,79,109,
11.0,0.0,42,21,
11.5,0.4368932038834951,86,114,
11.5,0.0,80,86,
11.5,0.0,42,51,
11.75,0.0,80,100,
12.0,1.1650485436893203,45,79,
12.0,1.1650485436893203,59,79,
12.0,1.1650485436893203,60,79,
12.0,1.1650485436893203,64,79,
12.0,1.1650485436893203,67,79,
12.0,0.0,42,21,
12.5,0.19417475728155337,86,114,
12.5,0.0,42,51,
13.0,0.19417475728155337,84,109,
13.0,0.0,42,21,
13.5,0.19417475728155337,84,104,
13.5,0.0,42,51,
14.0,1.1650485436893203,50,78,
14.0,1.1650485436893203,57,78,
14.0,1.1650485436893203,60,78,
14.0,1.1650485436893203,64,78,
14.0,1.1650485436893203,66,78,
14.0,0.2912621359223301,83,109,
14.0,0.0,42,21,
14.5,0.19417475728155337,81,114,
14.5,0.0,42,51,
15.0,0.19417475728155337,79,109,
15.0,0.0,42,21,
15.5,0.5825242718446602,81,114,
15.5,0.0,80,86,
15.5,0.0,42,51,
15.75,0.0,80,100,
16.0,1.1650485436893203,43,81,
16.0,1.1650485436893203,57,81,
16.0,1.1650485436893203,59,81,
16.0,1.1650485436893203,62,81,
16.0,1.1650485436893203,66,81,
16.0,0.0,42,21,
16.5,0.19417475728155337,83,104,
16.5,0.0,42,51,
17.0,1.3106796116504853,83,114,
17.0,0.0,42,21,
17.5,0.0,42,51,
18.0,1.1650485436893203,47,76,
18.0,1.1650485436893203,57,76,
18.0,1.1650485436893203,61,76,
18.0,1.1650485436893203,63,76,
18.0,1.1650485436893203,67,76,
18.0,0.0,42,21,
18.25,0.0,80,30,
18.5,0.0,81,87,
18.5,0.0,42,51,
18.75,0.0,80,87,
19.0,0.0,42,21,
19.5,0.0,80,86,
19.5,0.0,42,51,
19.75,0.0,80,100,
20.0,1.0194174757281553,48,80,
20.0,1.0194174757281553,59,80,
20.0,1.0194174757281553,62,80,
20.0,1.0194174757281553,64,80,
20.0,1.0194174757281553,67,80,
20.0,0.0,42,21,
20.0,0.5825242718446602,44,95,
20.5,0.0,42,51,
21.0,0.2912621359223301,83,114,
21.0,0.0,42,21,
21.5,0.2912621359223301,81,109,
21.5,0.0,42,51,
22.0,1.1650485436893203,47,82,
22.0,1.1650485436893203,57,82,
22.0,1.1650485436893203,63,82,
22.0,1.1650485436893203,67,82,
22.0,0.0,42,21,
22.5,0.19417475728155337,81,114,
22.5,0.0,42,51,
23.0,0.19417475728155337,83,109,
23.0,0.0,42,21,
23.5,0.5825242718446602,81,114,
23.5,0.0,80,86,
23.5,0.0,42,51,
23.75,0.0,80,100,
24.0,1.1650485436893203,52,77,
24.0,1.1650485436893203,59,77,
