Start,Duration,Pitch,Velocity,Instrument
4.0,0.8333333333333334,48,104,
4.0,0.8333333333333334,52,104,
4.0,0.8333333333333334,55,104,
4.0,0.8333333333333334,60,104,
5.0,0.0,52,50,
5.0,0.0,55,50,
5.0,0.0,60,50,
5.0,0.0,64,50,
8.0,0.8333333333333334,48,104,
8.0,0.8333333333333334,52,104,
8.0,0.8333333333333334,59,104,
8.0,0.8333333333333334,64,104,
9.0,0.0,48,50,
9.0,0.0,52,50,
9.0,0.0,59,50,
9.0,0.0,64,50,
9.0,0.0,67,50,
12.0,0.8333333333333334,48,104,
12.0,0.8333333333333334,52,104,
12.0,0.8333333333333334,55,104,
12.0,0.8333333333333334,60,104,
13.0,0.0,52,50,
13.0,0.0,55,50,
13.0,0.0,60,50,
13.0,0.0,64,50,
16.0,0.8333333333333334,48,104,
16.0,0.8333333333333334,52,104,
16.0,0.8333333333333334,59,104,
16.0,0.8333333333333334,64,104,
17.0,0.0,48,50,
17.0,0.0,52,50,
17.0,0.0,59,50,
17.0,0.0,64,50,
17.0,0.0,67,50,
20.0,0.8333333333333334,48,104,
20.0,0.8333333333333334,52,104,
20.0,0.8333333333333334,55,104,
20.0,0.8333333333333334,60,104,
21.0,0.0,52,50,
21.0,0.0,55,50,
21.0,0.0,60,50,
21.0,0.0,64,50,
21.5,1.9444444444444446,52,102,
21.5,1.9444444444444446,60,102,
24.0,0.8333333333333334,48,104,
24.0,0.8333333333333334,52,104,
24.0,0.8333333333333334,59,104,
24.0,0.8333333333333334,64,104,
25.0,0.0,48,50,
25.0,0.0,52,50,
25.0,0.0,59,50,
25.0,0.0,64,50,
25.0,0.0,67,50,
25.5,1.1111111111111112,48,105,
25.5,1.1111111111111112,52,105,
25.5,1.1111111111111112,55,105,
25.5,1.1111111111111112,60,105,
25.5,1.1111111111111112,64,105,
27.0,0.8333333333333334,47,105,
27.0,0.8333333333333334,50,105,
27.0,0.8333333333333334,55,105,
27.0,0.8333333333333334,59,105,
27.0,0.8333333333333334,67,105,
28.0,1.6666666666666667,45,100,
28.0,1.6666666666666667,64,100,
30.0,1.6666666666666667,43,100,
30.0,1.6666666666666667,64,100,
32.0,1.6666666666666667,41,95,
32.0,1.6666666666666667,53,95,
34.0,0.4166666666666667,43,99,
34.0,0.4166666666666667,50,99,
34.0,0.4166666666666667,55,99,
34.0,0.4166666666666667,60,99,
34.0,0.4166666666666667,67,99,
34.5,0.4166666666666667,67,75,
34.5,0.4166666666666667,60,75,
34.5,0.4166666666666667,55,75,
34.5,0.4166666666666667,50,75,
34.5,0.4166666666666667,43,75,
35.0,0.4166666666666667,43,99,
35.0,0.4166666666666667,50,99,
35.0,0.4166666666666667,55,99,
35.0,0.4166666666666667,59,99,
35.0,0.4166666666666667,67,99,
35.5,0.2777777777777778,67,75,
35.5,0.2777777777777778,59,75,
35.5,0.2777777777777778,55,75,
35.5,0.2777777777777778,50,75,
35.5,0.2777777777777778,43,75,
36.0,0.8333333333333334,48,104,
36.0,0.8333333333333334,52,104,
36.0,0.8333333333333334,55,104,
36.0,0.8333333333333334,60,104,
37.0,0.0,52,50,
37.0,0.0,55,50,
37.0,0.0,60,50,
37.0,0.0,64,50,
37.5,1.9444444444444446,52,102,
37.5,1.9444444444444446,60,102,
40.0,0.8333333333333334,48,104,
40.0,0.8333333333333334,52,104,
40.0,0.8333333333333334,59,104,
40.0,0.8333333333333334,64,104,
41.0,0.0,48,50,
41.0,0.0,52,50,
41.0,0.0,59,50,
41.0,0.0,64,50,
41.0,0.0,67,50,
41.5,1.1111111111111112,48,105,
41.5,1.1111111111111112,52,105,
41.5,1.1111111111111112,55,105,
41.5,1.1111111111111112,60,105,
41.5,1.1111111111111112,64,105,
43.0,0.8333333333333334,47,105,
43.0,0.8333333333333334,50,105,
43.0,0.8333333333333334,55,105,
43.0,0.8333333333333334,59,105,
43.0,0.8333333333333334,67,105,
44.0,1.6666666666666667,45,100,
44.0,1.6666666666666667,64,100,
46.0,1.6666666666666667,43,100,
46.0,1.6666666666666667,64,100,
48.0,1.6666666666666667,41,95,
48.0,1.6666666666666667,53,95,
50.0,0.4166666666666667,43,99,
50.0,0.4166666666666667,50,99,
50.0,0.4166666666666667,55,99,
50.0,0.4166666666666667,60,99,
50.0,0.4166666666666667,67,99,
50.5,0.4166666666666667,67,75,
50.5,0.4166666666666667,60,75,
50.5,0.4166666666666667,55,75,
50.5,0.4166666666666667,50,75,
50.5,0.4166666666666667,43,75,
51.0,0.4166666666666667,43,99,
51.0,0.4166666666666667,50,99,
51.0,0.4166666666666667,55,99,
51.0,0.4166666666666667,59,99,
51.0,0.4166666666666667,67,99,
51.5,0.2777777777777778,67,75,
51.5,0.2777777777777778,59,75,
51.5,0.2777777777777778,55,75,
51.5,0.2777777777777778,50,75,
51.5,0.2777777777777778,43,75,
52.0,0.4166666666666667,41,89,
52.0,0.4166666666666667,53,89,
52.0,0.4166666666666667,57,89,
52.0,0.4166666666666667,60,89,
52.0,0.4166666666666667,64,89,
52.5,0.4166666666666667,64,75,
52.5,0.4166666666666667,60,75,
52.5,0.4166666666666667,57,75,
52.5,0.4166666666666667,53,75,
52.5,0.4166666666666667,48,75,
53.0,0.4166666666666667,48,102,
53.0,0.4166666666666667,53,102,
53.0,0.4166666666666667,57,102,
53.0,0.4166666666666667,60,102,
53.0,0.4166666666666667,64,102,
53.5,0.2777777777777778,64,75,
53.5,0.2777777777777778,60,75,
53.5,0.2777777777777778,57,75,
53.5,0.2777777777777778,53,75,
53.5,0.2777777777777778,48,75,
54.0,0.4166666666666667,40,89,
54.0,0.4166666666666667,52,89,
54.0,0.4166666666666667,55,89,
54.0,0.4166666666666667,60,89,
54.0,0.4166666666666667,64,89,
54.5,0.4166666666666667,64,75,
54.5,0.4166666666666667,60,75,
54.5,0.4166666666666667,55,75,
54.5,0.4166666666666667,52,75,
54.5,0.4166666666666667,48,75,
55.0,0.4166666666666667,48,102,
55.0,0.4166666666666667,52,102,
55.0,0.4166666666666667,55,102,
55.0,0.4166666666666667,60,102,
55.0,0.4166666666666667,64,102,
55.5,0.2777777777777778,64,75,
55.5,0.2777777777777778,60,75,
55.5,0.2777777777777778,55,75,
55.5,0.2777777777777778,52,75,
55.5,0.2777777777777778,48,75,
56.0,0.4166666666666667,50,90,
56.0,0.4166666666666667,57,90,
56.0,0.4166666666666667,62,90,
56.0,0.4166666666666667,65,90,
56.5,0.4166666666666667,65,75,
56.5,0.4166666666666667,62,75,
56.5,0.4166666666666667,57,75,
56.5,0.4166666666666667,50,75,
57.0,0.4166666666666667,50,104,
57.0,0.4166666666666667,57,104,
57.0,0.4166666666666667,62,104,
57.0,0.4166666666666667,65,104,
57.5,0.2777777777777778,65,75,
57.5,0.2777777777777778,62,75,
57.5,0.2777777777777778,57,75,
57.5,0.2777777777777778,50,75,
58.0,0.4166666666666667,48,89,
58.0,0.4166666666666667,52,89,
58.0,0.4166666666666667,55,89,
58.0,0.4166666666666667,60,89,
58.0,0.4166666666666667,64,89,
58.5,0.4166666666666667,64,75,
58.5,0.4166666666666667,60,75,
58.5,0.4166666666666667,55,75,
58.5,0.4166666666666667,52,75,
58.5,0.4166666666666667,48,75,
59.0,0.4166666666666667,48,102,
59.0,0.4166666666666667,52,102,
59.0,0.4166666666666667,55,102,
59.0,0.4166666666666667,60,102,
59.0,0.4166666666666667,64,102,
59.5,0.2777777777777778,64,75,
59.5,0.2777777777777778,60,75,
59.5,0.2777777777777778,55,75,
59.5,0.2777777777777778,52,75,
59.5,0.2777777777777778,48,75,
60.0,0.4166666666666667,41,89,
60.0,0.4166666666666667,53,89,
60.0,0.4166666666666667,57,89,
60.0,0.4166666666666667,60,89,
60.0,0.4166666666666667,64,89,
60.5,0.4166666666666667,64,75,
60.5,0.4166666666666667,60,75,
60.5,0.4166666666666667,57,75,
60.5,0.4166666666666667,53,75,
60.5,0.4166666666666667,48,75,
61.0,0.4166666666666667,48,102,
61.0,0.4166666666666667,53,102,
61.0,0.4166666666666667,57,102,
61.0,0.4166666666666667,60,102,
61.0,0.4166666666666667,64,102,
61.5,0.2777777777777778,64,75,
61.5,0.2777777777777778,60,75,
61.5,0.2777777777777778,57,75,
61.5,0.2777777777777778,53,75,
61.5,0.2777777777777778,48,75,
62.0,0.4166666666666667,40,89,
62.0,0.4166666666666667,52,89,
62.0,0.4166666666666667,56,89,
62.0,0.4166666666666667,59,89,
62.0,0.4166666666666667,64,89,
62.5,0.4166666666666667,64,75,
62.5,0.4166666666666667,59,75,
62.5,0.4166666666666667,56,75,
62.5,0.4166666666666667,52,75,
62.5,0.4166666666666667,47,75,
63.0,0.4166666666666667,47,102,
63.0,0.4166666666666667,52,102,
63.0,0.4166666666666667,56,102,
63.0,0.4166666666666667,59,102,
63.0,0.4166666666666667,64,102,
63.5,0.2777777777777778,64,75,
63.5,0.2777777777777778,59,75,
63.5,0.2777777777777778,56,75,
63.5,0.2777777777777778,52,75,
63.5,0.2777777777777778,47,75,
64.0,0.8333333333333334,45,104,
64.0,0.8333333333333334,52,104,
64.0,0.8333333333333334,57,104,
64.0,0.8333333333333334,60,104,
65.0,0.0,45,50,
65.0,0.0,52,50,
65.0,0.0,57,50,
65.0,0.0,60,50,
65.0,0.0,64,50,
65.5,0.8333333333333334,64,110,
65.5,0.8333333333333334,45,110,
65.5,1.25,60,102,
65.5,1.25,57,102,
65.5,1.25,52,102,
67.0,0.4166666666666667,45,99,
67.0,0.4166666666666667,52,99,
67.0,0.4166666666666667,57,99,
67.0,0.4166666666666667,60,99,
67.0,0.4166666666666667,64,99,
67.5,0.2777777777777778,64,85,
67.5,0.2777777777777778,60,85,
67.5,0.2777777777777778,57,85,
67.5,0.2777777777777778,52,85,
67.5,0.2777777777777778,45,85,
68.0,0.4166666666666667,43,89,
68.0,0.4166666666666667,50,89,
68.0,0.4166666666666667,57,89,
68.0,0.4166666666666667,62,89,
68.0,0.4166666666666667,65,89,
68.5,0.4166666666666667,65,75,
68.5,0.4166666666666667,62,75,
68.5,0.4166666666666667,57,75,
68.5,0.4166666666666667,50,75,
68.5,0.4166666666666667,43,75,
69.0,0.4166666666666667,43,102,
69.0,0.4166666666666667,50,102,
69.0,0.4166666666666667,57,102,
69.0,0.4166666666666667,62,102,
69.0,0.4166666666666667,65,102,
69.5,0.4166666666666667,65,75,
69.5,0.4166666666666667,62,75,
69.5,0.4166666666666667,57,75,
69.5,0.4166666666666667,50,75,
69.5,0.4166666666666667,43,75,
70.0,0.4166666666666667,43,99,
70.0,0.4166666666666667,50,99,
70.0,0.4166666666666667,57,99,
70.0,0.4166666666666667,62,99,
70.0,0.4166666666666667,65,99,
70.5,0.4166666666666667,65,85,
70.5,0.4166666666666667,62,85,
70.5,0.4166666666666667,57,85,
70.5,0.4166666666666667,50,85,
70.5,0.4166666666666667,43,85,
71.0,0.8333333333333334,43,102,
71.0,0.8333333333333334,50,102,
71.0,0.8333333333333334,57,102,
71.0,0.8333333333333334,62,102,
71.0,0.8333333333333334,65,102,
72.0,0.4166666666666667,48,89,
72.0,0.4166666666666667,52,89,
72.0,0.4166666666666667,55,89,
72.0,0.4166666666666667,60,89,
72.0,0.4166666666666667,64,89,
72.5,0.4166666666666667,64,65,
72.5,0.4166666666666667,60,65,
72.5,0.4166666666666667,55,65,
72.5,0.4166666666666667,52,65,
72.5,0.4166666666666667,48,65,
73.0,0.4166666666666667,48,102,
73.0,0.4166666666666667,52,102,
73.0,0.4166666666666667,55,102,
73.0,0.4166666666666667,60,102,
73.0,0.4166666666666667,64,102,
73.5,0.4166666666666667,64,75,
73.5,0.4166666666666667,60,75,
73.5,0.4166666666666667,55,75,
73.5,0.4166666666666667,52,75,
73.5,0.4166666666666667,48,75,
74.0,0.4166666666666667,48,89,
74.0,0.4166666666666667,52,89,
74.0,0.4166666666666667,55,89,
74.0,0.4166666666666667,60,89,
74.0,0.4166666666666667,64,89,
74.5,0.4166666666666667,64,75,
74.5,0.4166666666666667,60,75,
74.5,0.4166666666666667,55,75,
74.5,0.4166666666666667,52,75,
74.5,0.4166666666666667,48,75,
75.0,0.8333333333333334,48,102,
75.0,0.8333333333333334,52,102,
75.0,0.8333333333333334,55,102,
75.0,0.8333333333333334,60,102,
75.0,0.8333333333333334,64,102,
76.0,0.4166666666666667,47,89,
76.0,0.4166666666666667,50,89,
76.0,0.4166666666666667,57,89,
76.0,0.4166666666666667,59,89,
76.0,0.4166666666666667,65,89,
76.5,0.4166666666666667,65,75,
76.5,0.4166666666666667,59,75,
76.5,0.4166666666666667,57,75,
76.5,0.4166666666666667,50,75,
76.5,0.4166666666666667,47,75,
77.0,0.4166666666666667,47,102,
77.0,0.4166666666666667,50,102,
77.0,0.4166666666666667,57,102,
77.0,0.4166666666666667,59,102,
77.0,0.4166666666666667,65,102,
77.5,0.4166666666666667,65,75,
77.5,0.4166666666666667,59,75,
77.5,0.4166666666666667,57,75,
77.5,0.4166666666666667,50,75,
77.5,0.4166666666666667,47,75,
78.0,0.4166666666666667,47,89,
78.0,0.4166666666666667,50,89,
78.0,0.4166666666666667,56,89,
78.0,0.4166666666666667,59,89,
78.0,0.4166666666666667,64,89,
78.5,0.4166666666666667,64,75,
78.5,0.4166666666666667,59,75,
78.5,0.4166666666666667,56,75,
78.5,0.4166666666666667,50,75,
78.5,0.4166666666666667,47,75,
79.0,0.4166666666666667,47,102,
79.0,0.4166666666666667,50,102,
79.0,0.4166666666666667,56,102,
79.0,0.4166666666666667,59,102,
79.0,0.4166666666666667,64,102,
79.5,0.4166666666666667,64,75,
79.5,0.4166666666666667,59,75,
79.5,0.4166666666666667,56,75,
79.5,0.4166666666666667,50,75,
79.5,0.4166666666666667,47,75,
80.0,0.4166666666666667,45,89,
80.0,0.4166666666666667,52,89,
80.0,0.4166666666666667,57,89,
80.0,0.4166666666666667,60,89,
80.0,0.4166666666666667,64,89,
80.5,0.4166666666666667,64,75,
80.5,0.4166666666666667,60,75,
80.5,0.4166666666666667,57,75,
80.5,0.4166666666666667,52,75,
80.5,0.4166666666666667,45,75,
81.0,0.4166666666666667,45,102,
81.0,0.4166666666666667,52,102,
81.0,0.4166666666666667,57,102,
81.0,0.4166666666666667,60,102,
81.0,0.4166666666666667,64,102,
81.5,0.4166666666666667,64,75,
81.5,0.4166666666666667,60,75,
81.5,0.4166666666666667,57,75,
81.5,0.4166666666666667,52,75,
81.5,0.4166666666666667,45,75,
82.0,0.4166666666666667,43,89,
82.0,0.4166666666666667,52,89,
82.0,0.4166666666666667,55,89,
82.0,0.4166666666666667,60,89,
82.0,0.4166666666666667,64,89,
82.5,0.4166666666666667,64,75,
82.5,0.4166666666666667,60,75,
82.5,0.4166666666666667,55,75,
82.5,0.4166666666666667,52,75,
82.5,0.4166666666666667,43,75,
83.0,0.4166666666666667,43,102,
83.0,0.4166666666666667,52,102,
83.0,0.4166666666666667,55,102,
83.0,0.4166666666666667,60,102,
83.0,0.4166666666666667,64,102,
83.5,0.4166666666666667,64,75,
83.5,0.4166666666666667,60,75,
83.5,0.4166666666666667,55,75,
83.5,0.4166666666666667,52,75,
83.5,0.4166666666666667,43,75,
84.0,0.4166666666666667,41,89,
84.0,0.4166666666666667,53,89,
84.0,0.4166666666666667,57,89,
84.0,0.4166666666666667,60,89,
84.0,0.4166666666666667,64,89,
84.5,0.4166666666666667,64,75,
84.5,0.4166666666666667,60,75,
84.5,0.4166666666666667,57,75,
84.5,0.4166666666666667,53,75,
84.5,0.4166666666666667,48,75,
85.0,0.4166666666666667,48,102,
85.0,0.4166666666666667,53,102,
85.0,0.4166666666666667,57,102,
85.0,0.4166666666666667,60,102,
85.0,0.4166666666666667,64,102,
85.5,0.2777777777777778,64,75,
85.5,0.2777777777777778,60,75,
85.5,0.2777777777777778,57,75,
85.5,0.2777777777777778,53,75,
85.5,0.2777777777777778,48,75,
86.0,0.4166666666666667,48,89,
86.0,0.4166666666666667,50,89,
86.0,0.4166666666666667,55,89,
86.0,0.4166666666666667,60,89,
86.0,0.4166666666666667,67,89,
86.5,0.4166666666666667,67,65,
86.5,0.4166666666666667,60,65,
86.5,0.4166666666666667,55,65,
86.5,0.4166666666666667,50,65,
86.5,0.4166666666666667,48,65,
87.0,0.8333333333333334,47,102,
87.0,0.8333333333333334,50,102,
87.0,0.8333333333333334,55,102,
87.0,0.8333333333333334,59,102,
87.0,0.8333333333333334,67,102,
88.0,0.4166666666666667,48,89,
88.0,0.4166666666666667,52,89,
88.0,0.4166666666666667,55,89,
88.0,0.4166666666666667,60,89,
88.0,0.4166666666666667,64,89,
88.5,0.4166666666666667,64,65,
88.5,0.4166666666666667,60,65,
88.5,0.4166666666666667,55,65,
88.5,0.4166666666666667,52,65,
88.5,0.4166666666666667,48,65,
89.0,0.4166666666666667,48,102,
89.0,0.4166666666666667,52,102,
89.0,0.4166666666666667,55,102,
89.0,0.4166666666666667,60,102,
89.0,0.4166666666666667,64,102,
89.5,0.4166666666666667,64,75,
89.5,0.4166666666666667,60,75,
89.5,0.4166666666666667,55,75,
89.5,0.4166666666666667,52,75,
89.5,0.4166666666666667,48,75,
90.0,0.4166666666666667,48,89,
90.0,0.4166666666666667,52,89,
90.0,0.4166666666666667,55,89,
90.0,0.4166666666666667,60,89,
90.0,0.4166666666666667,64,89,
90.5,0.4166666666666667,64,75,
90.5,0.4166666666666667,60,75,
90.5,0.4166666666666667,55,75,
90.5,0.4166666666666667,52,75,
90.5,0.4166666666666667,48,75,
91.0,0.8333333333333334,48,102,
91.0,0.8333333333333334,52,102,
91.0,0.8333333333333334,55,102,
91.0,0.8333333333333334,60,102,
91.0,0.8333333333333334,64,102,
92.0,0.4166666666666667,47,89,
92.0,0.4166666666666667,50,89,
92.0,0.4166666666666667,57,89,
92.0,0.4166666666666667,59,89,
92.0,0.4166666666666667,65,89,
92.5,0.4166666666666667,65,75,
92.5,0.4166666666666667,59,75,
92.5,0.4166666666666667,57,75,
92.5,0.4166666666666667,50,75,
92.5,0.4166666666666667,47,75,
93.0,0.4166666666666667,47,102,
93.0,0.4166666666666667,50,102,
93.0,0.4166666666666667,57,102,
93.0,0.4166666666666667,59,102,
93.0,0.4166666666666667,65,102,
93.5,0.4166666666666667,65,75,
93.5,0.4166666666666667,59,75,
93.5,0.4166666666666667,57,75,
93.5,0.4166666666666667,50,75,
93.5,0.4166666666666667,47,75,
94.0,0.4166666666666667,47,89,
94.0,0.4166666666666667,50,89,
94.0,0.4166666666666667,56,89,
94.0,0.4166666666666667,59,89,
94.0,0.4166666666666667,64,89,
94.5,0.4166666666666667,64,75,
94.5,0.4166666666666667,59,75,
94.5,0.4166666666666667,56,75,
94.5,0.4166666666666667,50,75,
94.5,0.4166666666666667,47,75,
95.0,0.4166666666666667,47,102,
95.0,0.4166666666666667,50,102,
95.0,0.4166666666666667,56,102,
