Start,Duration,Pitch,Velocity,Instrument
2.0,0.3,79,100,Piano
2.0,0.3,67,100,Piano
3.0,0.28999516674722087,72,100,Piano
3.0,0.28999516674722087,84,100,Piano
4.0,0.30999741668819425,86,100,Piano
4.0,0.30999741668819425,74,100,Piano
5.0,1.2,48,100,Piano
5.0,1.2,64,100,Piano
5.0,1.2,67,100,Piano
5.0,1.2,72,100,Piano
5.0,0.6,76,100,Piano
5.0,0.6,88,100,Piano
5.0,1.2,72,100,Piano
5.0,1.2,76,100,Piano
5.0,1.05,55,100,Piano
5.0,1.05,60,100,Piano
5.0,1.05,55,100,Piano
5.0,1.05,60,100,Piano
6.0,0.3,84,100,Piano
6.0,0.3,72,100,Piano
6.5,0.3,88,100,Piano
6.5,0.3,76,100,Piano
7.0,1.5,47,100,Piano
7.0,1.5,62,100,Piano
7.0,1.5,71,100,Piano
7.0,1.5,67,100,Piano
7.0,0.6,74,100,Piano
7.0,0.6,86,100,Piano
7.0,1.5,74,100,Piano
7.0,1.5,71,100,Piano
7.0,1.4000000000000001,47,100,Piano
7.0,1.4000000000000001,50,100,Piano
7.0,1.4000000000000001,55,100,Piano
7.0,1.4000000000000001,62,100,Piano
7.0,1.4000000000000001,67,100,Piano
7.0,1.4000000000000001,47,100,Piano
7.0,1.4000000000000001,50,100,Piano
7.0,1.4000000000000001,55,100,Piano
7.0,1.4000000000000001,62,100,Piano
7.0,1.4000000000000001,67,100,Piano
8.0,0.8999999999999999,83,100,Piano
8.0,0.8999999999999999,71,100,Piano
9.5,0.8999999999999999,45,100,Piano
9.5,0.8999999999999999,69,100,Piano
9.5,0.8999999999999999,64,100,Piano
9.5,0.8999999999999999,60,100,Piano
9.5,0.3,72,100,Piano
9.5,0.3,84,100,Piano
9.5,0.8999999999999999,69,100,Piano
9.5,0.8999999999999999,72,100,Piano
9.5,0.8999999999999999,45,100,Piano
9.5,0.8999999999999999,52,100,Piano
9.5,0.8999999999999999,57,100,Piano
9.5,0.8999999999999999,60,100,Piano
9.5,0.8999999999999999,64,100,Piano
9.5,0.8999999999999999,45,100,Piano
9.5,0.8999999999999999,52,100,Piano
9.5,0.8999999999999999,57,100,Piano
9.5,0.8999999999999999,60,100,Piano
9.5,0.8999999999999999,64,100,Piano
10.0,0.3,81,100,Piano
10.0,0.3,69,100,Piano
10.5,0.3,72,100,Piano
10.5,0.3,84,100,Piano
11.0,1.5,59,100,Piano
11.0,1.5,43,100,Piano
11.0,1.5,64,100,Piano
11.0,1.5,67,100,Piano
11.0,0.6,83,100,Piano
11.0,0.6,71,100,Piano
11.0,1.5,67,100,Piano
11.0,1.5,71,100,Piano
11.0,1.4000000000000001,43,100,Piano
11.0,1.4000000000000001,50,100,Piano
11.0,1.3499999999999999,55,100,Piano
11.0,1.3499999999999999,59,100,Piano
11.0,1.3499999999999999,62,100,Piano
11.0,1.3499999999999999,67,100,Piano
11.0,1.4000000000000001,43,100,Piano
11.0,1.4000000000000001,50,100,Piano
11.0,1.3499999999999999,55,100,Piano
11.0,1.3499999999999999,59,100,Piano
11.0,1.3499999999999999,62,100,Piano
11.0,1.3499999999999999,67,100,Piano
12.0,0.8999999999999999,67,100,Piano
12.0,0.8999999999999999,79,100,Piano
13.5,0.8999999999999999,60,100,Piano
13.5,0.8999999999999999,65,100,Piano
13.5,0.8999999999999999,41,100,Piano
13.5,0.8999999999999999,57,100,Piano
13.5,0.3,81,100,Piano
13.5,0.3,69,100,Piano
13.5,0.8999999999999999,69,100,Piano
13.5,0.8999999999999999,65,100,Piano
13.5,0.8999999999999999,41,100,Piano
13.5,0.8999999999999999,48,100,Piano
13.5,0.8999999999999999,53,100,Piano
13.5,0.8999999999999999,57,100,Piano
13.5,0.8999999999999999,60,100,Piano
13.5,0.8999999999999999,41,100,Piano
13.5,0.8999999999999999,48,100,Piano
13.5,0.8999999999999999,53,100,Piano
13.5,0.8999999999999999,57,100,Piano
13.5,0.8999999999999999,60,100,Piano
14.0,0.3,65,100,Piano
14.0,0.3,77,100,Piano
14.5,0.3,81,100,Piano
14.5,0.3,69,100,Piano
15.0,1.5,55,100,Piano
15.0,1.5,60,100,Piano
15.0,1.5,64,100,Piano
15.0,1.5,40,100,Piano
15.0,0.6,79,100,Piano
15.0,0.6,67,100,Piano
15.0,1.5,67,100,Piano
15.0,1.5,64,100,Piano
15.0,1.4000000000000001,40,100,Piano
15.0,1.4000000000000001,47,100,Piano
15.0,1.4000000000000001,52,100,Piano
15.0,1.4000000000000001,55,100,Piano
15.0,1.4000000000000001,59,100,Piano
15.0,1.4000000000000001,40,100,Piano
15.0,1.4000000000000001,47,100,Piano
15.0,1.4000000000000001,52,100,Piano
15.0,1.4000000000000001,55,100,Piano
15.0,1.4000000000000001,59,100,Piano
16.0,0.6,72,100,Piano
16.0,0.6,84,100,Piano
17.0,0.3,84,100,Piano
17.0,0.3,72,100,Piano
17.5,0.8999999999999999,53,100,Piano
17.5,0.8999999999999999,57,100,Piano
17.5,0.8999999999999999,38,100,Piano
17.5,0.8999999999999999,62,100,Piano
17.5,0.3,77,100,Piano
17.5,0.3,89,100,Piano
17.5,0.8999999999999999,69,100,Piano
17.5,0.8999999999999999,62,100,Piano
17.5,0.8999999999999999,50,100,Piano
17.5,0.8999999999999999,57,100,Piano
17.5,0.8999999999999999,62,100,Piano
17.5,0.8999999999999999,50,100,Piano
17.5,0.8999999999999999,57,100,Piano
17.5,0.8999999999999999,62,100,Piano
18.0,0.3,88,100,Piano
18.0,0.3,76,100,Piano
18.5,0.3,72,100,Piano
18.5,0.3,84,100,Piano
19.0,3.9,53,100,Piano
19.0,3.9,67,100,Piano
19.0,3.9,60,100,Piano
19.0,3.9,43,100,Piano
19.0,2.6999999999999997,86,100,Piano
19.0,2.6999999999999997,74,100,Piano
19.0,3.9,72,100,Piano
19.0,3.9,67,100,Piano
19.0,2.55,43,100,Piano
19.0,2.55,50,100,Piano
19.0,2.55,57,100,Piano
19.0,2.55,62,100,Piano
19.0,2.55,65,100,Piano
19.0,2.55,43,100,Piano
19.0,2.55,50,100,Piano
19.0,2.55,57,100,Piano
19.0,2.55,62,100,Piano
19.0,2.55,65,100,Piano
25.5,0.8999999999999999,64,100,Piano
25.5,0.8999999999999999,67,100,Piano
25.5,0.8999999999999999,48,100,Piano
25.5,0.8999999999999999,60,100,Piano
25.5,0.6,64,100,Piano
25.5,0.6,52,100,Piano
25.5,0.6,48,100,Piano
25.5,0.6,60,100,Piano
25.5,0.6,55,100,Piano
25.5,0.6,64,100,Piano
25.5,0.6,52,100,Piano
25.5,0.6,48,100,Piano
25.5,0.6,60,100,Piano
25.5,0.6,55,100,Piano
25.5,0.0,42,106,Piano
25.5,0.0,36,106,Piano
27.0,1.5,60,100,Piano
27.0,1.5,48,100,Piano
27.0,1.5,64,100,Piano
27.0,1.5,67,100,Piano
27.0,0.6,60,100,Piano
27.0,0.6,64,100,Piano
27.0,0.6,48,100,Piano
27.0,0.6,52,100,Piano
27.0,0.6,55,100,Piano
27.0,0.6,60,100,Piano
27.0,0.6,64,100,Piano
27.0,0.6,48,100,Piano
27.0,0.6,52,100,Piano
27.0,0.6,55,100,Piano
28.0,0.3,52,85,Piano
28.0,0.3,55,85,Piano
28.0,0.3,60,85,Piano
28.0,0.3,64,85,Piano
28.0,0.3,48,85,Piano
28.0,0.3,52,85,Piano
28.0,0.3,55,85,Piano
28.0,0.3,60,85,Piano
28.0,0.3,64,85,Piano
28.0,0.3,48,85,Piano
28.5,0.3,52,100,Piano
28.5,0.3,55,100,Piano
28.5,0.3,60,100,Piano
28.5,0.3,64,100,Piano
28.5,0.3,48,100,Piano
28.5,0.3,52,100,Piano
28.5,0.3,55,100,Piano
28.5,0.3,60,100,Piano
28.5,0.3,64,100,Piano
28.5,0.3,48,100,Piano
28.5,0.0,42,108,Piano
28.5,0.0,37,108,Piano
29.0,0.3,52,81,Piano
