3405	3405	m	282.027698	21.605721
3406	3406	m	283.661468	21.605721
3407	3407	m	286.957455	21.605721
3408	3408	m	293.978455	82.798227
3409	3409	m	297.076988	94.262825
3410	3410	m	294.541992	106.790227
3411	3411	m	294.543793	113.649746
3412	3412	m	294.651245	113.986539
3413	3413	m	296.273743	113.122106
3414	3414	m	296.603790	111.142286
3415	3415	m	296.962921	106.973181
3416	3416	m	297.269623	101.279610
3417	3417	m	297.497345	95.711857
3418	3418	m	297.751801	87.992064
3419	3419	m	300.528856	77.837374
3420	3420	m	302.269802	71.838785
3421	3421	m	304.020834	71.838785
3422	3422	m	307.553386	44.522826
3423	3423	m	310.396606	35.090826
3424	3424	m	315.139313	32.705653
3425	3425	m	321.850677	30.182034
3426	3426	m	323.964753	30.182034
3427	3427	m	330.556702	60.377045
3428	3428	m	333.328552	70.671157
3429	3429	m	333.513550	76.427846
3430	3430	m	332.803192	76.014899
3431	3431	m	329.627557	71.634825
3432	3432	m	327.729042	62.956244
3433	3433	m	325.543213	58.200717
3434	3434	m	325.352875	56.388141
3435	3435	m	325.842804	54.250639
3436	3436	m	326.702606	51.078978
3437	3437	m	329.505310	51.454417
3438	3438	m	331.537070	52.926254
3439	3439	m	333.970703	59.309330
3440	3440	m	336.521545	64.185622
3441	3441	m	337.219086	69.029398
3442	3442	m	337.293121	67.789581
3443	3443	m	336.830963	60.897293
3444	3444	m	334.460236	51.773325
3445	3445	m	333.601624	39.338612
3446	3446	m	330.398682	22.359637
3447	3447	m	325.841462	13.530745
3448	3448	m	320.243700	9.700457
3449	3449	m	314.742105	9.700457
3450	3450	m	307.553386	9.700457
3488	3488	m	208.855267	300.000000
3489	3489	m	211.282048	17.607010
3490	3490	m	212.505992	21.142751
3491	3491	m	213.737027	23.739408
3492	3492	m	214.975193	25.994207
3493	3493	m	214.975193	28.006907
3494	3494	m	214.975193	28.006907
3495	3495	m	214.975193	28.006907
3496	3496	m	214.975193	28.006907
3497	3497	m	214.975193	28.006907
3498	3498	m	214.975193	28.006907
3499	3499	m	214.975193	34.857669
3500	3500	m	214.975193	35.279842
3501	3501	m	213.737027	35.279842
3502	3502	m	212.505992	35.426758
3503	3503	m	212.505992	35.426758
3504	3504	m	213.737027	35.426758
3505	3505	m	214.975193	35.426758
3506	3506	m	214.975193	35.426758
3507	3507	m	217.473084	35.426758
3508	3508	m	218.732893	51.283630
3509	3509	m	218.732893	51.283630
3510	3510	m	220.000000	60.364846
3511	3511	m	220.000000	61.821350
3512	3512	m	218.732893	63.465925
3513	3513	m	218.732893	63.465925
3514	3514	m	218.732893	63.465925
3515	3515	m	218.732893	63.465925
3516	3516	m	217.473084	63.465925
3517	3517	m	216.220532	63.465925
3518	3518	m	214.975193	63.465925
3519	3519	m	214.975193	65.528871
3520	3520	m	213.737027	52.120004
3521	3521	m	212.505992	46.202460
3522	3522	m	208.855267	38.679408
3523	3523	m	205.267258	38.679408
3524	3524	m	199.423698	38.679408
3525	3525	m	198.275102	38.679408
3526	3526	m	197.133121	38.679408
3527	3527	m	197.133121	38.679408
3528	3528	m	198.275102	38.679408
3529	3529	m	200.578947	38.679408
3530	3530	m	204.085006	32.991016
3531	3531	m	204.085006	36.103088
3532	3532	m	205.267258	39.192773
3533	3533	m	205.267258	42.291863
3534	3534	m	205.267258	45.211461
3535	3535	m	205.276794	46.345546
3536	3536	m	205.328812	46.480763
3537	3537	m	205.378159	46.083823
3538	3538	m	205.356339	45.670923
3539	3539	m	205.246597	45.472812
3540	3540	m	205.150574	44.870227
3541	3541	m	205.050400	43.838156
3542	3542	m	204.978363	42.887920
3543	3543	m	204.893738	41.816448
3544	3544	m	204.897919	41.019529
3545	3545	m	204.910782	39.726384
3546	3546	m	204.991882	37.759123
3547	3547	m	205.168182	34.860451
3548	3548	m	204.085006	32.039789
3549	3549	m	200.578947	28.631137
3550	3550	m	200.578947	28.631137
3551	3551	m	205.267258	19.754447
3552	3552	m	210.065153	26.537231
3553	3553	m	213.737027	44.099918
3554	3554	m	215.523849	55.091938
3555	3555	m	216.895569	66.762170
3556	3556	m	217.003876	75.114805
3557	3557	m	217.043793	80.741001
3558	3558	m	217.114349	84.426985
3559	3559	m	217.164230	85.208152
3560	3560	m	217.223831	82.482049
3561	3561	m	217.252823	77.289026
3562	3562	m	217.180496	71.195834
3563	3563	m	217.297165	60.014339
3564	3564	m	216.220532	41.446567
3565	3565	m	210.065153	28.859005
3566	3566	m	194.868854	28.859005
3567	3567	m	192.630595	28.859005
3568	3568	m	189.321316	28.859005
3569	3569	m	189.321316	28.859005
3570	3570	m	190.418043	28.859005
3581	3581	m	329.627557	12.515296
3582	3582	m	332.452759	42.486687
3583	3583	m	333.187988	52.753930
3584	3584	m	333.457645	57.963553
3585	3585	m	333.457645	60.546359
3586	3586	m	331.537070	62.129377
3587	3587	m	331.537070	59.874522
3588	3588	m	331.537070	56.902097
3589	3589	m	329.627557	53.405164
3590	3590	m	327.729042	47.424336
3591	3591	m	325.764862	44.572070
3592	3592	m	325.439209	40.693308
3593	3593	m	322.439362	32.021331
3594	3594	m	322.026306	29.215422
3595	3595	m	321.961975	28.268202
3596	3596	m	322.210388	29.460857
3597	3597	m	322.959198	30.874233
3598	3598	m	323.964753	30.623305
3599	3599	m	327.729042	26.273677
3600	3600	m	331.537070	23.096148
3601	3601	m	333.457645	26.168046
3602	3602	m	337.332236	31.565202
3603	3603	m	339.286382	45.908054
3604	3604	m	342.194885	49.040801
3605	3605	m	345.217003	56.064051
3606	3606	m	345.528809	59.414646
3607	3607	m	345.217003	61.604793
3608	3608	m	345.217003	63.680924
3609	3609	m	347.216825	65.871833
3610	3610	m	349.228231	65.871833
3611	3611	m	349.228231	67.595441
3612	3612	m	349.228231	67.595441
3613	3613	m	349.228231	67.595441
3614	3614	m	349.228231	67.595441
3615	3615	m	349.228231	67.595441
3616	3616	m	349.228231	69.831185
3617	3617	m	349.205170	69.566568
3618	3618	m	349.161255	69.217048
3619	3619	m	349.073395	68.652434
3620	3620	m	347.216825	65.706156
3621	3621	m	345.217003	62.290516
3622	3622	m	345.217003	62.290516
3623	3623	m	341.251848	59.848491
3624	3624	m	337.332236	56.445838
3625	3625	m	331.537070	19.147777
3626	3626	m	329.627557	19.147777
3627	3627	m	318.399232	17.975324
3628	3628	m	322.098853	17.975324
3629	3629	m	329.627557	20.991569
3630	3630	m	331.537070	37.478695
3631	3631	m	334.008484	43.732744
3632	3632	m	335.389345	54.061731
3633	3633	m	335.389345	40.909455
3634	3634	m	335.389345	51.966205
3635	3635	m	333.420105	61.129272
3636	3636	m	331.537070	72.069247
3637	3637	m	329.336334	76.841174
3638	3638	m	327.729042	65.161431
3639	3639	m	326.024048	55.661009
3640	3640	m	326.011230	52.122210
3641	3641	m	326.427643	52.982822
3642	3642	m	328.773560	53.087180
3643	3643	m	331.537070	57.064534
3644	3644	m	333.457645	60.198609
3645	3645	m	335.389345	50.992869
3646	3646	m	337.332236	48.591765
3647	3647	m	339.286382	42.573756
3648	3648	m	339.286382	48.629885
3649	3649	m	339.286382	59.881003
3650	3650	m	335.389345	58.286535
3651	3651	m	331.537070	41.215311
3652	3652	m	329.627557	43.556742
3653	3653	m	323.964753	43.556742
3654	3654	m	322.098853	22.847656
3655	3655	m	322.482452	22.952798
3656	3656	m	322.098853	22.952798
3657	3657	m	325.841462	22.952798
3658	3658	m	330.047943	32.887469
3659	3659	m	333.679321	31.478028
3660	3660	m	335.389345	31.478028
3661	3661	m	337.332236	31.478028
3662	3662	m	337.332236	31.478028
3663	3663	m	335.389345	31.478028
3664	3664	m	333.457645	31.478028
3665	3665	m	331.537070	14.901399
3666	3666	m	322.098853	14.901399
3667	3667	m	316.565388	14.901399
3668	3668	m	314.742105	14.901399
3775	3775	m	235.790162	300.000000
3776	3776	m	239.911701	300.000000
3777	3777	m	251.258115	300.000000
3778	3778	m	260.118713	300.000000
3779	3779	m	267.740773	31.001969
3780	3780	m	271.057983	35.443801
3781	3781	m	271.184113	39.814500
3782	3782	m	271.556580	42.364946
3783	3783	m	272.420799	44.968664
3784	3784	m	273.684113	46.520080
3785	3785	m	274.119080	46.409514
3786	3786	m	274.281158	47.407207
3787	3787	m	274.328339	48.189806
3788	3788	m	274.381561	48.875557
3789	3789	m	274.450653	48.935945
3790	3790	m	274.378967	48.523465
3791	3791	m	274.306213	48.055004
3792	3792	m	274.416595	48.434209
3793	3793	m	274.427856	48.658262
3794	3794	m	274.295166	47.472850
3795	3795	m	274.255371	45.522214
3796	3796	m	274.517365	43.139420
3797	3797	m	276.350037	40.939463
3798	3798	m	277.185089	37.572195
3799	3799	m	278.788334	26.121878
3800	3800	m	283.197021	18.242346
3801	3801	m	286.909454	20.651231
3802	3802	m	290.441467	39.875351
3803	3803	m	295.365951	53.889072
3804	3804	m	295.365951	71.872508
3805	3805	m	295.365951	90.353334
3806	3806	m	296.432770	106.047843
3807	3807	m	296.420593	111.414187
3808	3808	m	296.301819	111.632784
3809	3809	m	296.153534	109.067319
3810	3810	m	294.374634	109.240753
3811	3811	m	293.597687	103.652106
3812	3812	m	291.973383	99.129602
3813	3813	m	291.154694	94.511102
3814	3814	m	290.937927	91.036326
3815	3815	m	290.914978	88.638355
3816	3816	m	291.973383	84.662971
3817	3817	m	291.973383	81.328103
3818	3818	m	291.973383	78.658859
3819	3819	m	291.973383	75.844911
3820	3820	m	291.973383	75.844911
